Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID
36965:51	think	you think globally as far as, you know, being a threat to other people in the world	so when you have the basic needs, uh, being unmet --n4004c2, i don't think you think globally as far as, you know, being a threat to other people in the world.	negation	i	sw2451_s9_19	sw2451_s9_516
36971:5	believe	communism is very much waning	i believe communism is very much waning.		i	sw2451_s11_2	sw2451_s11_503
36973:16	realizing	that the communist system does not work to their satisfaction or their way of surviving in this world	and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world,		the russian people	sw2451_s13_7	sw2451_s13_504
36984:32	realize	that, uh, uh, the bush administration isn't too happy with, with how they're handling their internal, uh, strife --n4010fc, you know, as far as diplomacy is concerned --n40112b	well, i do, i do realize that, uh, uh, the bush administration isn't too happy with, with how they're handling their internal, uh, strife --n4010fc, you know, as far as diplomacy is concerned --n40112b.		i	sw2451_s19_11	sw2451_s19_512
36985:5	think	it's been a good, a good positive direction for uh, the soviets as far as yeltsin is concerned --n40134f	i think it's been a good, a good positive direction for uh, the soviets as far as yeltsin is concerned --n40134f.		i	sw2451_s20_2	sw2451_s20_503
36988:140	think	--n40160b is a good sign that there will be some, you know	in his, in the congress they, they gave him more power as far as his republic in russia is concerned --n4015c5, which --n4015d4 is, gives him more power overall, which i think --n40160b is a good sign that there will be some, you know,		i	sw2451_s23_46	sw2451_s23_550
36990:7	think	it's a step in the right direction	and i think it's a step in the right direction.		i	sw2451_s25_3	sw2451_s25_503
36991:5	think	gorbachev realizes that he's got a, a major uh, uh, power figure, you know, competing against him	i think gorbachev realizes that he's got a, a major uh, uh, power figure, you know, competing against him,		i	sw2451_s26_2	sw2451_s26_503
36991:14	realizes	that he's got a, a major uh, uh, power figure, you know, competing against him	i think gorbachev realizes that he's got a, a major uh, uh, power figure, you know, competing against him,		gorbachev	sw2451_s26_5	sw2451_s26_507
36992:7	think	it's going --n401ba5 to be pretty close to his demise if he doesn't follow suit with yeltsin as far as, uh, realizing	and i think it's going --n401ba5 to be pretty close to his demise if he doesn't follow suit with yeltsin as far as, uh, realizing,		i	sw2451_s27_3	sw2451_s27_503
36999:5	think	that it went up a thousand percent on most	i think that it went up a thousand percent on most,		i	sw2451_s31_2	sw2451_s31_503
37028:7	think	he's got between the old guard and,, and the new, uh, glasnost	and i think he's got between the old guard and,, and the new, uh, glasnost.		i	sw2451_s47_3	sw2451_s47_503
37029:10	think	it's kind of escalated to a point where it's out of control --n402d05	uh, i think it's kind of escalated to a point where it's out of control --n402d05.		i	sw2451_s48_4	sw2451_s48_504
37033:7	think	he had --n402e0b to pull in the reins the only way he knew how --n402e42, in order --n402e55 to keep the peace on, peace on both sides	and i think he had --n402e0b to pull in the reins the only way he knew how --n402e42, in order --n402e55 to keep the peace on, peace on both sides.		i	sw2451_s50_3	sw2451_s50_503
37034:7	think	that's where you know,, kind of where he's stuck --n403016 --n40301d	so i think that's where you know,, kind of where he's stuck --n403016 --n40301d.		i	sw2451_s51_3	sw2451_s51_503
37044:30	think	overall he's been a, a, good figure for the soviet union	i mean, i, i think overall he's been a, a, good figure for the soviet union.		i	sw2451_s59_10	sw2451_s59_512
37045:15	think	his intentions and his ideals are, are uh, well intentioned	i mean, i think his intentions and his ideals are, are uh, well intentioned.		i	sw2451_s60_5	sw2451_s60_507
37050:10	think	that because of the basic needs that the people don't have --n40375d	but i just think that because of the basic needs that the people don't have --n40375d,		i	sw2451_s63_4	sw2451_s63_504
37051:5	think	that, uh, makes the problem most severe, and makes him look, look worse that what his, um, what his ideals are --n40388c	i think that, uh, makes the problem most severe, and makes him look, look worse that what his, um, what his ideals are --n40388c, personally.		i	sw2451_s64_2	sw2451_s64_503
37057:10	think	it's	i think it's, i think it's a lot of, uh, oh, how do you put it --n403cf4., bureaucracy and, and, uh, one thing, and then all the corruption.		i	sw2451_s67_3	sw2451_s67_506
37057:30	think	it's a lot of, uh, oh, how do you put it --n403cf4., bureaucracy and, and, uh, one thing, and then all the corruption	i think it's, i think it's a lot of, uh, oh, how do you put it --n403cf4., bureaucracy and, and, uh, one thing, and then all the corruption.		i	sw2451_s67_10	sw2451_s67_513
37058:5	think	there's a, a large amount of corruption on the, the have and the have-nots	i think there's a, a large amount of corruption on the, the have and the have-nots. you know,		i	sw2451_s68_2	sw2451_s68_503
37063:18	know	you're going --n404131 to have that with every society	i i know you're going --n404131 to have that with every society.		i	sw2451_s71_6	sw2451_s71_508
37088:12	think	that was a big stepping stone for them to initiate all their righteous ways of changing things, too	and uh, i think that was a big stepping stone for them to initiate all their righteous ways of changing things, too.		i	sw2451_s87_5	sw2451_s87_504
37096:5	think	they're starting --n404ff5 to realize	i think they're starting --n404ff5 to realize,		i	sw2451_s92_2	sw2451_s92_503
37097:30	think	they have the resources	but i, i just don't think they have the resources, if you were --n4050c4 to compare, uh, the americans to the soviets as far as home computers --n405107 are concerned --n405116 or fact machines, fax machines and cellular phones, and state of the art equipment that we are so used to --n405175.	negation	i	sw2451_s93_11	sw2451_s93_510
37098:10	think	they even realize what --n4053d5's out there, and to what extent	i don't think they even realize what --n4053d5's out there, and to what extent.	negation	i	sw2451_s94_4	sw2451_s94_504
37126:7	think	they're a threat to our, you know, a security threat	do we think they're a threat to our, you know, a security threat.	question	we	sw2451_s112_3	sw2451_s112_503
37180:32	think	it --n400ab1's extremely difficult to keep up with all that we have --n400ae8 to --n400af7 these days	i, i, i think it --n400ab1's extremely difficult to keep up with all that we have --n400ae8 to --n400af7 these days.		i	sw2455_s17_12	sw2455_s17_513
37184:10	think	i am going crazy --n400c9e trying --n400ca9 to do it	sometimes, i think i am going crazy --n400c9e trying --n400ca9 to do it		i	sw2455_s19_4	sw2455_s19_504
37213:23	think	that while it --n40133a's a good change for i think women to be able --n40136d to fulfill their potential in whatever they feel, you know, their expertise may be --n4013b8	i uh, i think that while it --n40133a's a good change for i think women to be able --n40136d to fulfill their potential in whatever they feel, you know, their expertise may be --n4013b8.		i	sw2455_s37_8	sw2455_s37_509
37220:10	think	sometimes other things suffer	uh, i think sometimes other things suffer		i	sw2455_s40_4	sw2455_s40_504
37222:5	think	it --n401657's hard to find a balance there	i think it --n401657's hard to find a balance there.		i	sw2455_s42_2	sw2455_s42_503
37224:15	think	we are expected --n40173a to do it all	but in some ways i think we are expected --n40173a to do it all.		i	sw2455_s43_6	sw2455_s43_505
37271:10	think	the longest was less than a year	oh, i think the longest was less than a year,		i	sw2455_s72_4	sw2455_s72_504
37323:11	think	this is going --n40399a in the future	where do you think this is going --n40399a in the future,	question	you	sw2455_s102_4	sw2455_s102_505
37324:17	think	things are going --n403a54 to change	i mean, do you think things are going --n403a54 to change,	question	you	sw2455_s103_6	sw2455_s103_507
37330:5	know	it's going --n403d7f to be a slow change	i know it's going --n403d7f to be a slow change.		i	sw2455_s108_2	sw2455_s108_503
37343:7	think	we are, setting a trend	do you think we are, setting a trend.	question	you	sw2455_s117_3	sw2455_s117_503
37349:33	think	--n4046da	i, well i see, i think --n4046da some people wanting --n4046ed to stay home more and take care of the children.		i	sw2455_s120_11	sw2455_s120_513
37367:5	think	it's hard though when you talk about, about families and, and raising children --n404f46	i think it's hard though when you talk about, about families and, and raising children --n404f46		i	sw2455_s131_2	sw2455_s131_503
37368:20	think	children have a hard time --n40508a understanding a middle ground	because ch-, i think children have a hard time --n40508a understanding a middle ground.		i	sw2455_s132_7	sw2455_s132_508
37369:5	think	they, uh, they need security	i think they, uh, they need security		i	sw2455_s133_2	sw2455_s133_503
37377:35	know	things are going --n40543f to be a certain way	they, uh, they want --n405420 to know things are going --n40543f to be a certain way.		--n405420	sw2455_s139_12	sw2455_s139_513
37380:5	think	they, they like a routine of sorts	i think they, they like a routine of sorts.		i	sw2455_s141_2	sw2455_s141_503
37484:16	think	it was necessary	i kind of think it was necessary,		i	sw2460_s54_7	sw2460_s54_507
37498:7	seems	that, you know, they can sign him tomorrow	but it seems that, you know, they can sign him tomorrow,		it	sw2460_s67_3	sw2460_s67_503
37521:10	think	that	i think that, i think that's part of what, uh, baseball needs more of --n403e0b.		i	sw2460_s84_3	sw2460_s84_506
37521:27	think	that's part of what, uh, baseball needs more of --n403e0b	i think that, i think that's part of what, uh, baseball needs more of --n403e0b.		i	sw2460_s84_9	sw2460_s84_512
37539:14	think	the royals are going --n404c0a to do --n404c19	well how do you think the royals are going --n404c0a to do --n404c19.	question	you	sw2460_s98_5	sw2460_s98_506
37541:5	think	the royals will do okay	i think the royals will do okay.		i	sw2460_s99_2	sw2460_s99_503
37546:5	think	he won cy year, uh, two --n405097 out of three --n4050aa years	i think he won cy year, uh, two --n405097 out of three --n4050aa years,		i	sw2460_s104_2	sw2460_s104_503
37568:59	think	--n405b9b	baseball is their, is their life up there like football is down here i think --n405b9b.	conditional	i	sw2460_s118_20	sw2460_s118_522
37579:5	think	that's all that they have --n405ea9	i think that's all that they have --n405ea9.		i	sw2460_s125_2	sw2460_s125_503
37615:18	think	--n40712b is remarkable	you know what i think --n40712b is remarkable is, uh,		i	sw2460_s152_5	sw2460_s152_510
