Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID	VerbNiteID_duration	VerbNiteID_syllables	VerbNiteID_precedingPause	VerbNiteID_followingPause	VerbNiteID_spWindow	VerbNiteID_spWindowSyllablePosition	VerbNiteID_spWindowSyllables	VerbNiteID_spWindowSyllableDuration	VerbNiteID_spWindowTotalDuration	VerbNiteID_BreakIndex	VerbNiteID_PhraseTone	VerbNiteID_BoundaryTone	VerbNiteID_AccentStrength	VerbNiteID_AccentType
44462:24	think	that we're richer and yet everybody is intellectually poorer	that's sort of upsetting, to think that we're richer and yet everybody is intellectually poorer.			sw2502_s192_9	sw2502_s192_509	0.209999999999923	1	0	0	112	2	21	3.09924999999998	3.28762500000005					
44663:10	know	that a cat would do that	i don't know that a cat would do that, uh.	negation	i	sw2503_s106_4	sw2503_s106_504	0.135625000000005	1	0	0	49	10	17	3.18275	3.31999999999999					
44684:9	know	like when she has an accident --n404356	so. i know like when she has an accident --n404356,		i	sw2503_s118_5	sw2503_s118_503	0.129999999999995	1	0	0	56	3	21	2.99074999999999	2.99074999999999					
44685:5	know	she's not doing it on purpose	i know she's not doing it on purpose.		i	sw2503_s119_2	sw2503_s119_503	0.140000000000015	1	0	0	56	13	21	2.99074999999999	2.99074999999999					
44700:200	know	that she was unhappy with what i did --n4048ee	like if i, if i put her in a room all by herself and close the door and leave her there for a few hours, uh, because i was going out. she would, uh, break something or rip up the carpet or do something just to, uh, to, to let me know that she was unhappy with what i did --n4048ee.	conditional	me	sw2503_s127_71	sw2503_s127_564	0.139999999999986	1	0	0	62	4	11	2.06624999999997	2.06624999999997					
44818:20	think	it will	i, i think it will		i	sw2503_s211_7	sw2503_s211_508	0.174874999999986	1	0	0	118	4	21	4.05237499999998	4.05237499999998					
44820:10	think	they enjoy that	uh, i think they enjoy that.		i	sw2503_s213_4	sw2503_s213_504	0.189999999999941	1	0	0.129999999999995	120	11	15	2.33587499999999	2.46587499999998					
44862:17	believe	only fifty percent of the people actually vote	well, uh, do you believe only fifty percent of the people actually vote.	question	you	sw2504_s3_7	sw2504_s3_505	0.5	2	0	0	3	3	15	3.41225	3.41225					
44864:5	think	it's somewhere really close to that	i think it's somewhere really close to that cause i think a lot of people believe that their one little vote is not going --n400183 to make that much difference.		i	sw2504_s4_2	sw2504_s4_503	0.27	1	0	0	2	2	62	11.89975	12.379					
44864:38	think	a lot of people believe that their one little vote is not going --n400183 to make that much difference	i think it's somewhere really close to that cause i think a lot of people believe that their one little vote is not going --n400183 to make that much difference.		i	sw2504_s4_13	sw2504_s4_515	0.220000000000001	1	0	0	2	11	62	11.89975	12.379					
44864:56	believe	that their one little vote is not going --n400183 to make that much difference	i think it's somewhere really close to that cause i think a lot of people believe that their one little vote is not going --n400183 to make that much difference.		a lot of people	sw2504_s4_19	sw2504_s4_522	0.611499999999999	2	0.113	0	2	17	62	11.89975	12.379					
44876:7	think	one of the good ways of solving that is to like, everybody likes --n4006d4 to come to a party so have a voting party and, uh, you know, like in communities and have the issues there and then everybody go --n400757 vote together and then maybe come back over and have brunch or something	and i think one of the good ways of solving that is to like, everybody likes --n4006d4 to come to a party so have a voting party and, uh, you know, like in communities and have the issues there and then everybody go --n400757 vote together and then maybe come back over and have brunch or something.		i	sw2504_s12_3	sw2504_s12_503	0.274874999999998	1	0	0	6	2	32	6.021625	6.191125					
44885:7	think	it does	and i think it does.		i	sw2504_s17_3	sw2504_s17_503	0.240000000000002	1	0	0	14	3	5	0.922125000000001	0.922125000000001					
44899:17	think	that we need --n401245 to do more along the education lines in the schools and the children from the little ones on up, with the idea of the, the value of voting and the purpose of voting and that one vote does make a difference	uh, i, personally, think that we need --n401245 to do more along the education lines in the schools and the children from the little ones on up, with the idea of the, the value of voting and the purpose of voting and that one vote does make a difference.		i	sw2504_s25_7	sw2504_s25_505	0.359999999999999	1	0	0	12	3	21	5.40499999999999	5.40499999999999					
44989:14	know	my husband	and, uh, i know my husband		i	sw2504_s81_6	sw2504_s81_504	0.180000000000007	1	0	0	44	4	18	3.63999999999999	3.89999999999998					
45022:8	know	here, uh, until you get into high school	because i know here, uh, until you get into high school		i	sw2504_s101_3	sw2504_s101_504	0.199999999999989	1	0	0	58	4	14	3.14412499999997	3.14412499999997					
45105:17	know	that, uh, a lot of people vote in primaries for that very reason	uh, and i don't know that, uh, a lot of people vote in primaries for that very reason.	negation	i	sw2504_s150_7	sw2504_s150_505	0.170000000000016	1	0	0	84	5	23	5.35225000000003	5.35225000000003					
45110:17	think	more needs --n4068b4 to be done --n4068c7 along that line to help to, uh, teach the people, uh, uh, everyone, uh, more about what --n406942 is going on with voting and with nonvoting. so that, uh, we can make, they're making some more intelligent decisions	and, uh, i do think more needs --n4068b4 to be done --n4068c7 along that line to help to, uh, teach the people, uh, uh, everyone, uh, more about what --n406942 is going on with voting and with nonvoting. so that, uh, we can make, they're making some more intelligent decisions.		i	sw2504_s155_7	sw2504_s155_505	0.310000000000002	1	0	0	89	3	16	3.99337499999996	4.13524999999998					
45116:5	think	that sounds great	i think that sounds great.		i	sw2504_s158_2	sw2504_s158_503	0.240000000000009	1	0	0	78	2	5	1.28825000000001	1.28825000000001					
45137:5	thought	that was funny	they thought that was funny.		they	sw2504_s171_2	sw2504_s171_503	0.180000000000007	1	0	0	89	10	21	3.472375	3.472375					
45199:19	think	that's bad	and, i mean, i think that's bad.		i	sw2504_s213_7	sw2504_s213_507	0.230000000000018	1	0	0	113	4	6	1.25624999999991	1.25624999999991					
45275:14	thought	they would socialize easier	um, because we thought they would socialize easier,		we	sw2510_s42_5	sw2510_s42_506	0.219999999999999	1	0.219625000000008	0	17	1	9	1.48575	1.48575					
45320:5	think	they would socialize easier	i think they would socialize easier.		i	sw2510_s71_2	sw2510_s71_503	0.210000000000008	1	0	0	29	17	25	4.39987500000001	4.39987500000001					
45346:15	think	they're lapdogs	i mean, you think they're lapdogs. you know,		you	sw2510_s86_5	sw2510_s86_507	0.200000000000017	1	0	0	58	8	9	2.68237500000001	2.68237500000001					
45368:5	think	that really helped and, um, my daughter	i think that really helped and, um, my daughter, you know, since, since she's little has been playing with them		i	sw2510_s102_2	sw2510_s102_503	0.190000000000026	1	0	0	70	4	6	2.16037499999999	2.16037499999999					
45375:5	think	it --n403284's good for kids to grow up around pets, as, as long as they don't have any allergies to them or anything	i think it --n403284's good for kids to grow up around pets, as, as long as they don't have any allergies to them or anything.		i	sw2510_s108_2	sw2510_s108_503	0.329999999999984	1	0	0	38	3	30	4.96549999999999	4.96549999999999					
45382:7	think	it really helps them to understand when, when they go to other people's houses --n4034e2	but i think it really helps them to understand when, when they go to other people's houses --n4034e2		i	sw2510_s111_3	sw2510_s111_503	0.159999999999997	1	0	0	39	3	7	1.75174999999999	1.75174999999999					
45441:5	think	the cats would really enjoy it	i think the cats would really enjoy it,		i	sw2510_s150_2	sw2510_s150_503	0.20999999999998	1	0	0	55	9	15	3.63437499999998	3.76999999999998					
45474:5	know	they are	i know they are.		i	sw2510_s172_2	sw2510_s172_503	0.312000000000012	1	0	0	111	2	4	1.24925000000002	1.24925000000002					
45486:5	think	the saltwater are a lot more attractive than	i think the saltwater are a lot more attractive than,		i	sw2510_s180_2	sw2510_s180_503	0.25	1	0	0	113	8	20	3.59637500000002	3.59637500000002					
45538:20	know	that they're not supposed --n40644b to do it	yo-, they know that they're not supposed --n40644b to do it,		they	sw2510_s215_7	sw2510_s215_508	0.259999999999991	1	0	0	83	2	29	3.88537500000001	3.88537500000001					
45539:36	know	they're not supposed --n40654e to	but they're going --n406517 to do it anyway because they know they're not supposed --n40654e to.		they	sw2510_s216_12	sw2510_s216_514	0.129999999999995	1	0	0	83	24	29	3.88537500000001	3.88537500000001					
45615:69	think	--n4079d8	when, when we had our family dog --n40799e growing up --n4079ad i was eleven or twelve, i think --n4079d8, when we first got him --n4079f7,		i	sw2510_s260_23	sw2510_s260_525	0.349999999999966	1	0	0	109	7	11	2.77362499999998	2.77362499999998					
45658:28	think	--n40879b is good	anything that, that they think --n40879b is good,		they	sw2510_s287_9	sw2510_s287_512	0.200000000000045	1	0	0	122	2	4	0.95637499999998	0.95637499999998					
45684:7	knows	it's wrong	and she knows it's wrong,		she	sw2510_s302_3	sw2510_s302_503	0.230000000000018	1	0	0	177	3	5	0.776499999999942	0.776499999999942					
45690:24	knows	she does wrong	so, you, she knows she does wrong.		she	sw2510_s306_9	sw2510_s306_508	0.309999999999945	1	0	0	179	3	6	1.95049999999992	1.95049999999992					
45729:5	think	they are	i think they are because they're getting better every year.		i	sw2521_s12_2	sw2521_s12_503	0.209999999999999	1	0	0	6	3	5	1.026375	1.026375					
45780:12	think	they're going --n400de7 to	but i think they're going --n400de7 to, i think they're really going --n400e12 to do good because it seems like they're finally all coming together.		i	sw2521_s40_4	sw2521_s40_506	0.240000000000002	1	0	0	19	3	30	4.86412499999999	5.06					
45780:42	think	they're really going --n400e12 to do good	but i think they're going --n400de7 to, i think they're really going --n400e12 to do good because it seems like they're finally all coming together.		i	sw2521_s40_14	sw2521_s40_517	0.25	1	0	0	19	9	30	4.86412499999999	5.06					
45813:7	think	that hurt a lot of, you know, people even wanting --n401997 to play on their team	and i think that hurt a lot of, you know, people even wanting --n401997 to play on their team.		i	sw2521_s63_3	sw2521_s63_503	0.269999999999996	1	0	0	24	14	19	3.53999999999999	3.53999999999999					
46011:5	think	they played, uh	i think they played, uh,		i	sw2521_s184_2	sw2521_s184_503	0.220000000000027	1	0	0	92	8	11	1.96850000000001	1.96850000000001					
46034:41	think	--n405b68	now he's the number one rated quarterback in the n f l. i think --n405b68,		i	sw2521_s198_16	sw2521_s198_511	0.189999999999998	1	0	0	96	2	12	2.05650000000003	2.05650000000003					
46040:7	seems	that they've gotten over their bickering and their fighting as they, problems they had --n405e92 in the past	and it seems that they've gotten over their bickering and their fighting as they, problems they had --n405e92 in the past		it	sw2521_s202_3	sw2521_s202_503	0.319999999999993	1	0	0	100	12	28	5.39937500000002	5.58024999999998					
46214:30	think	jim kelly is about --n4096f5 to be swayed --n409708 away from the bills any time	oh, i, i don't think jim kelly is about --n4096f5 to be swayed --n409708 away from the bills any time.	negation	i	sw2521_s312_11	sw2521_s312_510	0.200000000000045	1	0	0	157	3	20	3.23000000000002	3.23000000000002					
46227:5	know	it's, you know, worse in the larger cities	i know it's, you know, worse in the larger cities.		i	sw2525_s7_2	sw2525_s7_503	0.200000000000001	1	0	0	4	5	16	3.531	3.651					
46276:36	think	--n40191b	drugs of course, uh, a big part of it i think --n40191b.		i	sw2525_s41_13	sw2525_s41_512	0.430000000000007	1	0	1.006125	28	7	7	1.43000000000001	1.43000000000001					
46313:25	think	that we're, we're falling by the wayside with --n402230 not incarcerating these people	and i, i really think that we're, we're falling by the wayside with --n402230 not incarcerating these people.		i	sw2525_s60_9	sw2525_s60_509	0.330000000000013	1	0	0	47	4	6	1.67999999999998	1.84999999999999					
46316:5	think	that people are getting off too easy	i think that people are getting off too easy.		i	sw2525_s62_2	sw2525_s62_503	0.280000000000001	1	0	0	27	6	19	3.93362500000001	3.93362500000001					
46345:31	think	it was --n402f6d	and one of the men got, uh, i think it was --n402f6d seventeen years		i	sw2525_s82_11	sw2525_s82_511	0.22999999999999	1	0	0	65	3	9	1.96000000000001	1.96000000000001					
46360:17	think	that what this is going --n4034f1 to lead to --n403504 is people will take things into their own hands. and that innocent people	and i mean, i think that what this is going --n4034f1 to lead to --n403504 is people will take things into their own hands. and that innocent people,		i	sw2525_s90_6	sw2525_s90_507	0.329999999999984	1	0	0	74	5	25	5.12	5.12					
46436:7	think	that their, uh, mentality as far as the way they treat them --n40504d and that kind of thing	and i think that their, uh, mentality as far as the way they treat them --n40504d and that kind of thing,		i	sw2525_s134_3	sw2525_s134_503	0.28000000000003	1	0	0	112	3	4	0.605374999999981	0.605374999999981					
46449:7	thought	tokyo would be dangerous --n405530 being such a huge large city with so many people	and i thought tokyo would be dangerous --n405530 being such a huge large city with so many people,		i	sw2525_s144_3	sw2525_s144_503	0.259999999999991	1	0	0	61	8	13	2.26999999999998	2.26999999999998					
